d:\diplomamunka\spaceticket\htc\eredeti\spactick_2017_09_18_15_45_17_102_marci.eredeti_0.png,0,1,Tr1_Lw,-2.00,[Tr],Flash,1,Exp,807,Iso,78,PhysDev,HTC_U11,fitrot,-68.76,Fit4C 89.69 90.28,Tr0_Lw,1.60,1.06,Tr0_0.00,3.64,1.04,Tr1_Lw,-2.00,-3.00,Tr1_0.00,1.00,-0.34,Ci_Lw,1.34,1.87,Ci,3.54,1.04,
d:\diplomamunka\spaceticket\htc\eredeti\spactick_2017_09_18_15_46_44_807_marci.eredeti_0.png,0,1,Tr1_Lw,-2.37,[Tr],Flash,1,Exp,836,Iso,79,PhysDev,HTC_U11,fitrot,-67.48,Fit4C 89.56 90.18,Tr0_Lw,1.70,1.11,Tr0_0.00,3.63,1.04,Tr1_Lw,-2.37,-3.37,Tr1_0.00,0.97,-0.37,Ci_Lw,1.42,1.61,Ci,3.30,1.03,
d:\diplomamunka\spaceticket\htc\eredeti\spactick_2017_09_18_15_47_14_492_marci.eredeti_0.png,0,2,nofit,[Tr]!![Tr],Flash,1,Exp,731,Iso,80,PhysDev,HTC_U11,fitrot,-44.80,Fit4C 89.22 90.65,nofit,
d:\diplomamunka\spaceticket\htc\eredeti\spactick_2017_09_18_15_47_58_749_marci.eredeti_0.png,0,1,Tr1_Lw,-2.10,[Tr],Flash,1,Exp,807,Iso,78,PhysDev,HTC_U11,fitrot,-70.44,Fit4C 89.84 90.07,Tr0_Lw,1.96,1.26,Tr0_0.00,4.80,1.11,Tr1_Lw,-2.10,-3.10,Tr1_0.00,1.04,-0.28,Ci_Lw,1.46,1.46,Ci,3.90,1.06,
d:\diplomamunka\spaceticket\htc\eredeti\spactick_2017_09_18_15_48_33_457_marci.eredeti_0.png,0,1,Tr1_Lw,-2.23,[Tr],Flash,1,Exp,780,Iso,80,PhysDev,HTC_U11,fitrot,-66.80,Fit4C 89.55 90.24,Tr0_Lw,1.86,1.20,Tr0_0.00,4.12,1.07,Tr1_Lw,-2.23,-3.23,Tr1_0.00,1.01,-0.31,Ci_Lw,1.32,1.93,Ci,3.52,1.04,
d:\diplomamunka\spaceticket\htc\eredeti\spactick_2017_09_18_15_48_55_576_marci.eredeti_0.png,0,2,nofit,[Tr]!![Tr],Flash,1,Exp,731,Iso,80,PhysDev,HTC_U11,fitrot,6.41,Fit4C 88.98 90.88,nofit,
d:\diplomamunka\spaceticket\htc\eredeti\spactick_2017_09_18_15_49_26_336_marci.eredeti_0.png,0,1,Tr1_Lw,-1.79,[Tr],Flash,1,Exp,780,Iso,80,PhysDev,HTC_U11,fitrot,-67.84,Fit4C 89.46 90.31,Tr0_Lw,2.44,1.53,Tr0_0.00,2.78,0.78,Tr1_Lw,-1.79,-2.79,Tr1_0.00,1.09,-0.21,Ci_Lw,1.40,1.67,Ci,3.25,1.03,
d:\diplomamunka\spaceticket\htc\eredeti\spactick_2017_09_18_15_50_12_599_marci.eredeti_0.png,0,1,Tr1_0.00,0.97,[Tr],Flash,1,Exp,807,Iso,80,PhysDev,HTC_U11,fitrot,-70.71,Fit4C 89.69 90.21,Tr0_Lw,1.99,1.28,Tr0_0.00,4.65,1.10,Tr1_Lw,2.22,1.15,Tr1_0.00,0.97,-0.38,Ci_Lw,1.40,1.67,Ci,3.63,1.05,
d:\diplomamunka\spaceticket\htc\eredeti\spactick_2017_09_18_15_50_40_149_marci.eredeti_0.png,0,1,Tr1_Lw,-1.96,[Tr],Flash,1,Exp,807,Iso,80,PhysDev,HTC_U11,fitrot,-65.60,Fit4C 89.42 90.57,Tr0_Lw,1.79,1.17,Tr0_0.00,4.88,1.11,Tr1_Lw,-1.96,-2.96,Tr1_0.00,1.13,-0.17,Ci_Lw,1.28,1.94,Ci,3.32,1.03,
d:\diplomamunka\spaceticket\htc\eredeti\spactick_2017_09_18_15_51_07_129_marci.eredeti_0.png,0,1,Tr1_Lw,-1.87,[Tr],Flash,1,Exp,780,Iso,80,PhysDev,HTC_U11,fitrot,-66.45,Fit4C 89.49 90.38,Tr0_Lw,1.95,1.25,Tr0_0.00,4.41,1.08,Tr1_Lw,-1.87,-2.87,Tr1_0.00,0.89,-0.48,Ci_Lw,1.19,1.63,Ci,3.37,1.03,
